20231231	13:40:37	6d6fd086-c833-4c46-b085-616b9cb943d5	GET	undefined	/
20240102	09:44:30	5144fb4f-0a5e-4b81-8b8d-65997c05ad41	POST	undefined	/
20240102	09:44:39	480d2a0d-7ffd-4abc-a4d9-7eaecc19b457	POST	undefined	/user/register
20240102	09:46:48	f47c5c65-b7c7-494a-bd8d-6922a9f22ede	POST	undefined	/user/login
20240102	09:47:09	1c72fe38-adf5-4223-a738-c12e917a4e60	POST	undefined	/user/refresh
20240102	09:47:34	ccab4426-d51a-4962-aebc-b14070ce460c	POST	undefined	/user/refresh
20240102	09:47:41	27fa89a3-6000-4941-bba3-c165552236be	GET	undefined	/user/refresh
20240102	09:49:13	efb5c065-40db-4099-a23f-d88d93c4550c	GET	undefined	/user/affiliates
20240102	09:50:55	c5acc06e-8543-44d9-9a3b-8d1c638611c1	GET	undefined	/user/affiliates/?id=656473cd5addeb694fd67e2d
20240102	11:15:23	499953e4-cee2-4047-8c2a-b1e722d20687	GET	undefined	/user/affiliates/?id=656473cd5addeb694fd67e2d
20240102	11:15:31	f01cad69-bb98-4757-8c46-99f0662ac6be	GET	undefined	/user/affiliates/123?id=656473cd5addeb694fd67e2d
20240102	11:15:45	abd7d66e-1a3e-4364-8dd7-4cbd856c9e6f	GET	undefined	/user/affiliates?id=656473cd5addeb694fd67e2d
20240102	11:17:06	bbbf88ff-9a38-4e69-9966-2bfe61b4faba	GET	undefined	/user/affiliates/123?id=656473cd5addeb694fd67e2d
20240102	11:19:19	6ac114f0-0ee5-41fb-9602-614f59e01530	GET	undefined	/user/affiliates/123/456?id=656473cd5addeb694fd67e2d
20240102	11:19:52	d3c59a73-09c7-407c-a110-d60706e417c3	GET	undefined	/user/affiliates/123?id=656473cd5addeb694fd67e2d
20240102	11:20:32	ec050627-cbc9-448c-8189-00571edd9f68	GET	undefined	/user/affiliates/123?id=656473cd5addeb694fd67e2d
20240102	11:21:04	17d3686c-7944-494b-8fbf-301d1631fe3b	GET	undefined	/user/affiliates/
20240102	13:57:14	fe13576a-531b-4301-a420-5b0b138a71c6	POST	undefined	/user/schools/
20240102	13:57:25	76ecb0c0-9dfc-4530-a94a-1bae304fa5d4	POST	undefined	/user/schools/
20240102	13:59:09	bb71c1ac-0a4a-48e9-a966-1677839759f0	POST	undefined	/user/schools/
20240102	14:04:11	727fc410-b609-464b-ad16-48fc4d613678	POST	undefined	/user/schools/
20240102	14:04:17	1727cba6-b91e-4ece-a49c-f1ec3a83f530	POST	undefined	/user/schools/
20240102	14:04:51	6a97a210-c3fe-4312-b465-df2896d3e416	GET	undefined	/user/schools/
20240102	14:09:43	bef3816b-1a4d-40a5-978a-18bfb4d7d64e	GET	undefined	/user/schools/
20240102	14:15:57	8402b0da-9e6e-4b50-9149-1e1c41757c87	GET	undefined	/user/schools/
20240102	14:25:14	2f238a51-7488-4439-8840-21cc0fbdb1b4	GET	undefined	/user/schools/
20240102	14:43:55	bbbbc57c-96f9-48e1-9330-20a9fb38c81f	GET	undefined	/user/schools/
20240102	14:47:25	ab909f99-75ba-4192-b59c-5fd40b36c9cf	GET	undefined	/user/schools/
20240102	14:57:34	38e1f5ea-cc97-4ae4-bedf-9c76707cdd9f	GET	undefined	/user/schools/
20240102	14:59:16	b4d4b3a3-e54d-4ddc-b266-ba5b7781b80a	GET	undefined	/user/schools/
20240102	14:59:50	5888ab22-6a6d-4f9c-8dab-7639dbd46bad	PUT	undefined	/user/schools/659409cba5403f8bde30cb4a?students=1200
